Program,GO_ID,GO_term,Ontology,Overlap,Term_size,Input_size,Fold_enrichment,P_value,Genes,FDR_BH,minus_log10_FDR,log10_Fold_enrichment
Program4,GO:0009423,chorismate biosynthetic process,BP,2,8,67,10.511194029850746,0.014226763240140331,N900_RS00270/N900_RS13200,0.035566908100350826,1.4489538872269387,1.0216520529569846
Program4,GO:0016987,sigma factor activity,MF,2,8,67,10.511194029850746,0.014226763240140331,N900_RS01865/N900_RS04085,0.033474737035624307,1.4752828259492878,1.0216520529569846
Program4,GO:0009073,aromatic amino acid family biosynthetic process,BP,2,8,67,10.511194029850746,0.014226763240140331,N900_RS00270/N900_RS13200,0.031615029422534066,1.50010640967432,1.0216520529569846
Program4,GO:0008652,amino acid biosynthetic process,BP,2,8,67,10.511194029850746,0.014226763240140331,N900_RS00270/N900_RS13200,0.02995108050555859,1.5235875055238428,1.0216520529569846
Program4,GO:0006352,DNA-templated transcription initiation,BP,2,9,67,9.343283582089553,0.018012867703044104,N900_RS01865/N900_RS04085,0.03602573540608821,1.4433871450165072,0.9704995305096032
Program4,GO:0045893,positive regulation of DNA-templated transcription,BP,3,25,67,5.045373134328358,0.02035029815860188,N900_RS03755/N900_RS03765/N900_RS10060,0.038762472683051205,1.411588526813419,0.7028932903325718
Program4,GO:0000976,transcription cis-regulatory region binding,MF,5,69,67,3.046722907203115,0.02273445211893324,N900_RS01865/N900_RS03765/N900_RS10560/N900_RS16430/N900_RS19390,0.04133536748896953,1.3836781969566843,0.4838329578837104
Program4,GO:0000156,phosphorelay response regulator activity,MF,3,28,67,4.504797441364605,0.027558773666817964,N900_RS09295/N900_RS10560/N900_RS16430,0.04792830202924864,1.3194079566203545,0.6536752676623901
Program4,GO:0009279,cell outer membrane,CC,4,50,67,3.363582089552239,0.02964236935379721,N900_RS03485/N900_RS09185/N900_RS10005/N900_RS17815,0.04940394892299535,1.3062383359564425,0.5268020312768905
Program4,GO:0071978,bacterial-type flagellum-dependent swarming motility,BP,2,12,67,7.007462686567163,0.03154221813071095,N900_RS03825/N900_RS09745,0.050467549009137525,1.2969877865612272,0.8455607939013032
Program4,GO:0005886,plasma membrane,CC,22,661,67,1.3993722762887528,0.04955048642138453,N900_RS03775/N900_RS03820/N900_RS03825/N900_RS03830/N900_RS03835/N900_RS03840/N900_RS04070/N900_RS04605/N900_RS06845/N900_RS07065/N900_RS09210/N900_RS09295/N900_RS09300/N900_RS09745/N900_RS10010/N900_RS10015/N900_RS10035/N900_RS10060/N900_RS10545/N900_RS13450/N900_RS14350/N900_RS19270,0.07623151757136082,1.1178654344696686,0.1459332656215129
Program4,GO:0015628,protein secretion by the type II secretion system,BP,2,18,67,4.6716417910447765,0.06675754959747261,N900_RS10010/N900_RS10050,0.0989000734777372,1.0048033857439334,0.6694695348456221
Program4,GO:0015031,protein transport,BP,2,21,67,4.004264392324093,0.0875838217133943,N900_RS03785/N900_RS10015,0.12511974530484898,0.9026741483380255,0.6025227452150088
Program4,GO:0000987,cis-regulatory region sequence-specific DNA binding,MF,2,27,67,3.1144278606965177,0.1338568940879456,N900_RS03755/N900_RS03765,0.18463019874199393,0.7336972628205568,0.49337827578994087
Program4,GO:0006355,regulation of DNA-templated transcription,BP,6,150,67,1.6817910447761193,0.14359357647442925,N900_RS01865/N900_RS04085/N900_RS09295/N900_RS10560/N900_RS16430/N900_RS19390,0.19145810196590568,0.7179262508120631,0.2257720356129093
Program4,GO:0005524,ATP binding,MF,11,355,67,1.3027958797561487,0.2161689848402272,N900_RS00250/N900_RS03330/N900_RS03755/N900_RS03765/N900_RS07065/N900_RS09850/N900_RS10015/N900_RS10335/N900_RS11660/N900_RS13160/N900_RS13305,0.2789277223744867,0.554508319452348,0.11487637638807785
Program4,GO:0000160,phosphorelay signal transduction system,BP,2,41,67,2.0509646887513653,0.2548320733480816,N900_RS03765/N900_RS10060,0.318540091685102,0.4968358992725996,0.31195818322919266
Program4,GO:0005829,cytosol,CC,12,420,67,1.201279317697228,0.2904139361474032,N900_RS00250/N900_RS00270/N900_RS03330/N900_RS03750/N900_RS03785/N900_RS10335/N900_RS10560/N900_RS11660/N900_RS13160/N900_RS13300/N900_RS16430/N900_RS16690,0.35201689229988264,0.4534364954519818,0.07964399993467126
Program4,GO:0003723,RNA binding,MF,2,52,67,1.6171067738231917,0.3523543197679081,N900_RS11660/N900_RS13160,0.4145344938445978,0.3824393255164091,0.20873869631412895
Program4,GO:0046872,metal ion binding,MF,7,290,67,1.0148739063304169,0.5438297551954926,N900_RS00250/N900_RS09850/N900_RS10340/N900_RS13305/N900_RS13410/N900_RS15460/N900_RS17605,0.6215197202234201,0.20654508705718447,0.006412086400247656
Program4,GO:0016887,ATP hydrolysis activity,MF,3,126,67,1.0010660980810235,0.5838470364899799,N900_RS07065/N900_RS10015/N900_RS13160,0.648718929433311,0.1879434292957809,0.00046275388704649777
Program4,GO:0000287,magnesium ion binding,MF,2,89,67,0.9448264296495054,0.6326305827654648,N900_RS09205/N900_RS13450,0.6839249543410431,0.16499154989338063,-0.024647966695984628
Program4,GO:0003677,DNA binding,MF,3,172,67,0.73333911836168,0.7875275604170613,N900_RS04085/N900_RS09295/N900_RS10060,0.8289763793863802,0.0814578439350116,-0.13469514790293954
Program4,GO:0005737,cytoplasm,CC,8,433,67,0.7768087966633346,0.830913169821163,N900_RS03275/N900_RS04085/N900_RS06845/N900_RS08505/N900_RS09205/N900_RS09850/N900_RS10015/N900_RS15460,0.8522186357140134,0.0694489731873475,-0.10968586507647494
Program4,GO:0016020,membrane,CC,2,310,67,0.27125662012518054,0.9965095597582232,N900_RS08310/N900_RS10050,0.9965095597582232,0.0015185306510698835,-0.5666196538853446
Program5,GO:0008173,RNA methyltransferase activity,MF,2,2,82,34.353658536585364,0.0008372966889340692,N900_RS10170/N900_RS16705,0.03181727417949463,1.4973370295766713,1.5359729946020566
Program5,GO:0006270,DNA replication initiation,BP,2,2,82,34.353658536585364,0.0008372966889340692,N900_RS11035/N900_RS19020,0.015908637089747314,1.7983670252406525,1.5359729946020566
Program5,GO:0005576,extracellular region,CC,5,39,82,4.404315196998124,0.004891387499799065,N900_RS03515/N900_RS03720/N900_RS07045/N900_RS07230/N900_RS17585,0.06195757499745482,1.207905588747467,0.6438783919115763
Program5,GO:0009236,cobalamin biosynthetic process,BP,2,7,82,9.815331010452962,0.015986164860049064,N900_RS01715/N900_RS08060,0.1518685661704661,0.8185321073183542,0.991904950251781
Program5,GO:0090729,toxin activity,MF,2,7,82,9.815331010452962,0.015986164860049064,N900_RS07045/N900_RS07230,0.12149485293637288,0.9154421203264106,0.991904950251781
Program5,GO:0009088,threonine biosynthetic process,BP,2,8,82,8.588414634146341,0.020915441841182006,N900_RS02700/N900_RS03900,0.1324644649941527,0.877900610230994,0.9339130032740942
Program5,GO:0042626,ATPase-coupled transmembrane transporter activity,MF,2,9,82,7.634146341463415,0.026388460966040625,N900_RS04015/N900_RS05050,0.14325164524422054,0.8439003814626093,0.882760480826713
Program5,GO:0005198,structural molecule activity,MF,2,9,82,7.634146341463415,0.026388460966040625,N900_RS03515/N900_RS03720,0.12534518958869298,0.901892328440296,0.882760480826713
Program5,GO:0015297,antiporter activity,MF,2,10,82,6.870731707317073,0.03237019020186365,N900_RS01195/N900_RS18525,0.13667413640786874,0.8643136615701688,0.8370029902660379
Program5,GO:0009288,bacterial-type flagellum,CC,2,14,82,4.907665505226481,0.060736120285634826,N900_RS03515/N900_RS03720,0.23079725708541235,0.6367693568670355,0.6908749545877998
Program5,GO:0003676,nucleic acid binding,MF,3,34,82,3.0312051649928264,0.0745336123466287,N900_RS00720/N900_RS02440/N900_RS17385,0.2574797517428991,0.5892569182813819,0.481615332279464
Program5,GO:0042802,identical protein binding,MF,2,18,82,3.8170731707317076,0.09481470947130388,N900_RS00410/N900_RS02750,0.3002465799924623,0.5225219307988644,0.5817304851627318
Program5,GO:0071555,cell wall organization,BP,3,39,82,2.6425891181988743,0.10281140406810782,N900_RS01805/N900_RS03495/N900_RS12320,0.30052564266062287,0.5221184654553146,0.4220296422952199
Program5,GO:0000155,phosphorelay sensor kinase activity,MF,3,42,82,2.45383275261324,0.12153929550189399,N900_RS08805/N900_RS14685/N900_RS16225,0.32989237350514083,0.4816277244150035,0.38984495892381854
Program5,GO:1902201,negative regulation of bacterial-type flagellum-dependent cell motility,BP,2,23,82,2.9872746553552494,0.14304315757685793,N900_RS14250/N900_RS17745,0.36237599919470675,0.4408405741367068,0.475275154248445
Program5,GO:0043709,cell adhesion involved in single-species biofilm formation,BP,2,23,82,2.9872746553552494,0.14304315757685793,N900_RS14250/N900_RS17745,0.3397274992450376,0.46886929773695035,0.475275154248445
Program5,GO:0005524,ATP binding,MF,14,355,82,1.3547921676399863,0.1430612942719847,N900_RS01805/N900_RS01905/N900_RS02700/N900_RS04015/N900_RS05050/N900_RS07230/N900_RS10890/N900_RS11035/N900_RS14685/N900_RS16225/N900_RS17065/N900_RS17385/N900_RS19020/N900_RS19755,0.3197840695491423,0.4951431749838616,0.13187267722520063
Program5,GO:0016887,ATP hydrolysis activity,MF,6,126,82,1.6358885017421603,0.1580528093278392,N900_RS01905/N900_RS04015/N900_RS05050/N900_RS10890/N900_RS11035/N900_RS19020,0.33366704191432717,0.4766866888250691,0.2137536998681374
Program5,GO:0006260,DNA replication,BP,2,25,82,2.7482926829268295,0.16355793765144275,N900_RS02000/N900_RS11035,0.3271158753028855,0.48529837856184593,0.4390629815940003
Program5,GO:0009279,cell outer membrane,CC,3,50,82,2.061219512195122,0.17673955145110823,N900_RS06280/N900_RS10950/N900_RS12320,0.3358051477571056,0.47391265058817456,0.31412424498570024
Program5,GO:0051287,NAD binding,MF,2,27,82,2.5447154471544717,0.18456175507017447,N900_RS03900/N900_RS13345,0.3339688901269824,0.47629398670773476,0.4056392261070506
Program5,GO:0003723,RNA binding,MF,3,52,82,1.9819418386491554,0.1915090988327011,N900_RS10170/N900_RS10625/N900_RS16705,0.3307884434383019,0.48044967154587037,0.29709090568691987
Program5,GO:0052621,diguanylate cyclase activity,MF,2,28,82,2.4538327526132404,0.19520856921344643,N900_RS14250/N900_RS17745,0.32251850565699847,0.4914453611088967,0.38984495892381865
Program5,GO:0016491,oxidoreductase activity,MF,2,31,82,2.2163650668764756,0.22756212166382742,N900_RS01715/N900_RS11155,0.3603066926343934,0.44332767085774866,0.3456412964317653
Program5,GO:0032259,methylation,BP,2,32,82,2.1471036585365852,0.23844219821700194,N900_RS01715/N900_RS10170,0.3624321412898429,0.4407732950850323,0.33185301194613187
Program5,GO:0006310,DNA recombination,BP,2,33,82,2.082039911308204,0.24935062963465154,N900_RS02440/N900_RS19020,0.3644355356198753,0.4383792821623309,0.3184890503881504
Program5,GO:0008360,regulation of cell shape,BP,2,34,82,2.020803443328551,0.26027669321515284,N900_RS01805/N900_RS19755,0.3663153460065114,0.43614488710574245,0.3055240732237828
Program5,GO:0005737,cytoplasm,CC,15,433,82,1.1900805497662366,0.27060847119189646,N900_RS00410/N900_RS01805/N900_RS02700/N900_RS02760/N900_RS05025/N900_RS08050/N900_RS09450/N900_RS10625/N900_RS10640/N900_RS11035/N900_RS11930/N900_RS15460/N900_RS16245/N900_RS19020/N900_RS19755,0.36725435376043086,0.4350330469933277,0.07557635730437243
Program5,GO:0042597,periplasmic space,CC,2,37,82,1.856954515491101,0.2930620894802347,N900_RS03495/N900_RS07045,0.38401239311203167,0.4156547595561202,0.2688012661990429
Program5,GO:0051539,"4 iron, 4 sulfur cluster binding",MF,2,57,82,1.2053915275994864,0.4991235320029934,N900_RS01425/N900_RS05025,0.632223140537125,0.19912961222364778,0.08112813459354642
Program5,GO:0005886,plasma membrane,CC,19,661,82,0.9874727869820302,0.5691976423823379,N900_RS01195/N900_RS02750/N900_RS03970/N900_RS05050/N900_RS05820/N900_RS05985/N900_RS08060/N900_RS11035/N900_RS14250/N900_RS14685/N900_RS14750/N900_RS15165/N900_RS16225/N900_RS16335/N900_RS17020/N900_RS17735/N900_RS17745/N900_RS18545/N900_RS19755,0.6977261422751239,0.1563150046500183,-0.005474863930754586
Program5,GO:0007165,signal transduction,BP,2,76,82,0.9040436456996149,0.656713078935325,N900_RS08805/N900_RS14685,0.7798467812356985,0.10799071602783816,-0.043810602014753466
Program5,GO:0003700,DNA-binding transcription factor activity,MF,3,126,82,0.8179442508710801,0.719787852114088,N900_RS04565/N900_RS11375/N900_RS13225,0.8288466175859195,0.08152583048619341,-0.0872762957958438
Program5,GO:0003677,DNA binding,MF,4,172,82,0.7989222915484969,0.7488429417569953,N900_RS02000/N900_RS04565/N900_RS05505/N900_RS19020,0.8369421113754653,0.07730457973628822,-0.09749546097752984
Program5,GO:0046872,metal ion binding,MF,7,290,82,0.8292262405382675,0.7557795136168681,N900_RS01425/N900_RS03065/N900_RS03970/N900_RS04565/N900_RS04935/N900_RS05025/N900_RS15460,0.8205606147840282,0.08588933210765803,-0.08132696328264254
Program5,GO:0016020,membrane,CC,6,310,82,0.6649095200629426,0.9027672452268398,N900_RS02965/N900_RS07045/N900_RS12545/N900_RS14890/N900_RS18310/N900_RS18525,0.9529209810727752,0.020943110806450258,-0.17723744884857237
Program5,GO:0005829,cytosol,CC,8,420,82,0.654355400696864,0.9383901717329223,N900_RS00410/N900_RS01425/N900_RS04330/N900_RS10890/N900_RS12490/N900_RS13345/N900_RS16705/N900_RS17385,0.9637520682662445,0.016034676919556515,-0.18418630880390024
Program5,GO:0006355,regulation of DNA-templated transcription,BP,2,150,82,0.4580487804878049,0.939447080749247,N900_RS04565/N900_RS11375,0.939447080749247,0.027127678773548124,-0.3390882687896434
Program6,GO:0034605,cellular response to heat,BP,2,5,70,16.097142857142856,0.005799799840732204,N900_RS00885/N900_RS11160,0.20299299442562713,0.6925189499429066,1.206748798299479
Program6,GO:0043565,sequence-specific DNA binding,MF,4,35,70,4.599183673469388,0.010240195212775442,N900_RS11160/N900_RS11210/N900_RS12195/N900_RS17950,0.17920341622357022,0.7466537154724219,0.6626807539492033
Program6,GO:0006974,DNA damage response,BP,2,8,70,10.060714285714285,0.015472893510806053,N900_RS04030/N900_RS08180,0.18051709095940396,0.7434816737695417,1.002628815643554
Program6,GO:0046677,response to antibiotic,BP,2,12,70,6.707142857142856,0.03420898130503285,N900_RS12015/N900_RS15395,0.2993285864190375,0.5238518052740663,0.8265375565878729
Program6,GO:0009432,SOS response,BP,2,13,70,6.1912087912087905,0.039789584757995204,N900_RS08180/N900_RS11210,0.2785270933059664,0.5551325530899789,0.7917754503286609
Program6,GO:0030288,outer membrane-bounded periplasmic space,CC,4,54,70,2.980952380952381,0.04352337662274665,N900_RS01710/N900_RS11075/N900_RS13800/N900_RS18640,0.2538863636326888,0.5953606246801013,0.47435503847651045
Program6,GO:0042802,identical protein binding,MF,2,18,70,4.4714285714285715,0.07210408027959082,N900_RS01435/N900_RS11040,0.3605204013979541,0.4430701540683923,0.6504462975321916
Program6,GO:0004252,serine-type endopeptidase activity,MF,2,19,70,4.23609022556391,0.07932750426116783,N900_RS11160/N900_RS11210,0.34705783114260924,0.45959815156805917,0.6269652016826688
Program6,GO:0032993,protein-DNA complex,CC,3,44,70,2.7438311688311687,0.09447231384096369,N900_RS01100/N900_RS11210/N900_RS12985,0.3673923316037477,0.4348699127469592,0.4383573852049915
Program6,GO:0006351,DNA-templated transcription,BP,2,23,70,3.4993788819875773,0.11023574428454977,N900_RS12195/N900_RS17950,0.38582510499592415,0.4136095169552975,0.5439909666179048
Program6,GO:0006260,DNA replication,BP,2,25,70,3.2194285714285713,0.1267048993533538,N900_RS02555/N900_RS11210,0.4031519524879439,0.3945312325465415,0.5077787939634602
Program6,GO:0051287,NAD binding,MF,2,27,70,2.980952380952381,0.14371613729109595,N900_RS01990/N900_RS15315,0.4191720670990298,0.3776076656926118,0.47435503847651045
Program6,GO:0000156,phosphorelay response regulator activity,MF,2,28,70,2.8744897959183673,0.15239632923787957,N900_RS01100/N900_RS10235,0.41029780948659883,0.3869008016546378,0.4585607712932785
Program6,GO:0006281,DNA repair,BP,2,29,70,2.775369458128079,0.16117853531255863,N900_RS02555/N900_RS11210,0.4029463382813966,0.394752786464379,0.4433208047365417
Program6,GO:0022857,transmembrane transporter activity,MF,4,87,70,1.8502463054187193,0.16846519967078208,N900_RS07345/N900_RS13170/N900_RS16535/N900_RS19340,0.3930854658984915,0.4055130136634413,0.2672295456808604
Program6,GO:0005886,plasma membrane,CC,20,661,70,1.2176356170304732,0.18834730354740212,N900_RS01075/N900_RS01250/N900_RS01895/N900_RS03380/N900_RS03865/N900_RS04570/N900_RS07345/N900_RS10325/N900_RS11040/N900_RS11075/N900_RS12015/N900_RS13170/N900_RS13175/N900_RS14065/N900_RS16240/N900_RS16535/N900_RS17695/N900_RS17705/N900_RS18130/N900_RS19875,0.4120097265099421,0.38509253124906284,0.08551734314985744
Program6,GO:0009252,peptidoglycan biosynthetic process,BP,2,33,70,2.4389610389610388,0.19712960155112755,N900_RS07680/N900_RS12015,0.4058550620170273,0.39162903293612067,0.38720486275761024
Program6,GO:0003700,DNA-binding transcription factor activity,MF,5,126,70,1.596938775510204,0.20160353526871605,N900_RS10235/N900_RS12195/N900_RS12985/N900_RS13880/N900_RS17950,0.3920068741336145,0.40670631723433637,0.20328826618997242
Program6,GO:0003676,nucleic acid binding,MF,2,34,70,2.3672268907563025,0.2062770763044276,N900_RS15430/N900_RS18420,0.37998408792920874,0.42023458935484653,0.3742398855932426
Program6,GO:0030170,pyridoxal phosphate binding,MF,2,37,70,2.1752895752895753,0.23396998192159021,N900_RS01435/N900_RS16230,0.4094474683627829,0.38780180980984824,0.3375170785685027
Program6,GO:0000976,transcription cis-regulatory region binding,MF,3,69,70,1.7496894409937889,0.2446108491251512,N900_RS01100/N900_RS11210/N900_RS13880,0.4076847485419186,0.3896755351703079,0.24296097095392366
Program6,GO:0008270,zinc ion binding,MF,3,74,70,1.6314671814671815,0.2785411736578386,N900_RS05790/N900_RS14860/N900_RS15430,0.4431336853647432,0.3534652352719767,0.21257834196020278
Program6,GO:0003723,RNA binding,MF,2,52,70,1.5478021978021976,0.37258483808132775,N900_RS03240/N900_RS11460,0.566976927515064,0.24643461387035648,0.18971545900069853
Program6,GO:0016887,ATP hydrolysis activity,MF,4,126,70,1.2775510204081633,0.38296720977019183,N900_RS03380/N900_RS11040/N900_RS11160/N900_RS16535,0.5584938475815298,0.25298160674910486,0.10637825318191602
Program6,GO:0003677,DNA binding,MF,5,172,70,1.1698504983388704,0.42670983539353724,N900_RS00885/N900_RS08180/N900_RS10235/N900_RS12985/N900_RS15370,0.5973937695509521,0.22373931113221088,0.06813036439998642
Program6,GO:0055085,transmembrane transport,BP,2,59,70,1.3641646489104116,0.4343481078754042,N900_RS07345/N900_RS11040,0.584699375986121,0.23306736965840436,0.13486679099335352
Program6,GO:0006508,proteolysis,BP,2,62,70,1.2981566820276498,0.45985023552121945,N900_RS11210/N900_RS14860,0.5961021571571363,0.2246793065554481,0.11332711313724385
Program6,GO:0016020,membrane,CC,8,310,70,1.0385253456221197,0.5119686775182711,N900_RS02310/N900_RS03380/N900_RS05975/N900_RS12600/N900_RS15565/N900_RS15790/N900_RS17485/N900_RS19340,0.6399608468978389,0.19384659554167988,0.0164171001291874
Program6,GO:0006935,chemotaxis,BP,2,69,70,1.1664596273291925,0.5167255782363047,N900_RS04570/N900_RS14065,0.6236343185610573,0.20506999362496398,0.0668697118982424
Program6,GO:0007165,signal transduction,BP,2,76,70,1.0590225563909774,0.5695988126224619,N900_RS04570/N900_RS14065,0.6645319480595389,0.17748413506370872,0.024905210354706362
Program6,GO:0005737,cytoplasm,CC,10,433,70,0.929396238865061,0.6521616748778605,N900_RS01435/N900_RS03240/N900_RS07140/N900_RS08180/N900_RS10235/N900_RS10985/N900_RS11160/N900_RS12690/N900_RS12740/N900_RS15370,0.7363115684104877,0.13293837613966197,-0.03179908938184895
Program6,GO:0005524,ATP binding,MF,8,355,70,0.906881287726358,0.6725879811788447,N900_RS03270/N900_RS03380/N900_RS06615/N900_RS11040/N900_RS11160/N900_RS11870/N900_RS16535/N900_RS18420,0.7356431044143613,0.13333283155352219,-0.042449559091634045
Program6,GO:0006355,regulation of DNA-templated transcription,BP,2,150,70,0.5365714285714285,0.8958171179824171,N900_RS01100/N900_RS13880,0.9501090645268061,0.022226538497001607,-0.2703724564201836
Program6,GO:0046872,metal ion binding,MF,4,290,70,0.5550738916256157,0.9406960329314938,N900_RS01710/N900_RS01885/N900_RS02555/N900_RS15315,0.9683635633118319,0.013961560153803987,-0.2556491995994772
Program6,GO:0005829,cytosol,CC,6,420,70,0.5748979591836735,0.9616875092925369,N900_RS01100/N900_RS03270/N900_RS09695/N900_RS11460/N900_RS14860/N900_RS18420,0.9616875092925369,0.016966024674033877,-0.24040923304274028
Program7,GO:0008270,zinc ion binding,MF,6,74,68,3.358903020667727,0.008069819956846429,N900_RS01305/N900_RS02795/N900_RS06830/N900_RS11605/N900_RS11695/N900_RS15140,0.20174549892116073,0.6951961459020939,0.5261974649322045
Program7,GO:0070475,rRNA base methylation,BP,2,13,68,6.373303167420814,0.03772770453233394,N900_RS00215/N900_RS18140,0.4715963066541743,0.3264296047771028,0.8043645776366815
Program7,GO:0016887,ATP hydrolysis activity,MF,6,126,68,1.9726890756302524,0.08101118659832657,N900_RS01750/N900_RS04610/N900_RS06805/N900_RS07490/N900_RS14620/N900_RS14955,0.6750932216527215,0.17063625257050163,0.29505863954561784
Program7,GO:0005524,ATP binding,MF,12,355,68,1.4003314001657001,0.1400108803500128,N900_RS00250/N900_RS01750/N900_RS02795/N900_RS04610/N900_RS04735/N900_RS06350/N900_RS06805/N900_RS07080/N900_RS07360/N900_RS07490/N900_RS14620/N900_RS14955,0.87506800218758,0.057958196317939505,0.1462308272720678
Program7,GO:0016491,oxidoreductase activity,MF,2,31,68,2.672675521821632,0.17109187913118515,N900_RS01715/N900_RS15400,0.8554593956559258,0.06780059940291647,0.4269462361092456
Program7,GO:0030170,pyridoxal phosphate binding,MF,2,37,68,2.239268680445151,0.2241842083935066,N900_RS00090/N900_RS08565,0.9341008683062775,0.029606224215818298,0.3501062058765232
Program7,GO:0005525,GTP binding,MF,2,37,68,2.239268680445151,0.2241842083935066,N900_RS04075/N900_RS05315,0.8006578871196665,0.09655301384643147,0.3501062058765232
Program7,GO:0006935,chemotaxis,BP,3,69,68,1.8011508951406652,0.23143240455104871,N900_RS04095/N900_RS17405/N900_RS18410,0.7232262642220272,0.14072581068592666,0.2555500982619442
Program7,GO:0016787,hydrolase activity,MF,2,38,68,2.180340557275542,0.23318085408024047,N900_RS02795/N900_RS17365,0.6477245946673347,0.18860961209306454,0.3385243333267081
Program7,GO:0000155,phosphorelay sensor kinase activity,MF,2,42,68,1.972689075630252,0.26934314757446665,N900_RS07080/N900_RS17760,0.6733578689361666,0.17175406029860674,0.29505863954561773
Program7,GO:0007165,signal transduction,BP,3,76,68,1.6352554179566565,0.2773667775503888,N900_RS17405/N900_RS17760/N900_RS18410,0.6303790398872473,0.20039823557662614,0.21358559671840818
Program7,GO:0009055,electron transfer activity,MF,2,44,68,1.8830213903743316,0.28744850300449776,N900_RS03260/N900_RS10165,0.598851047926037,0.2226811861385195,0.2748552534573308
Program7,GO:0006355,regulation of DNA-templated transcription,BP,5,150,68,1.3808823529411764,0.294437399264669,N900_RS00215/N900_RS08880/N900_RS10660/N900_RS12140/N900_RS18125,0.5662257678166711,0.24701037063684478,0.1401566795598746
Program7,GO:0016020,membrane,CC,9,310,68,1.2027039848197343,0.33017920636049586,N900_RS00425/N900_RS03680/N900_RS04490/N900_RS07080/N900_RS12865/N900_RS13265/N900_RS17405/N900_RS17730/N900_RS18125,0.5896057256437427,0.22943830770767348,0.08015874988458921
Program7,GO:0009279,cell outer membrane,CC,2,50,68,1.6570588235294117,0.34138299666340877,N900_RS03390/N900_RS16865,0.5689716611056813,0.24490936406524527,0.2193379256074994
Program7,GO:0051539,"4 iron, 4 sulfur cluster binding",MF,2,57,68,1.4535603715170278,0.4026860196821388,N900_RS10165/N900_RS18140,0.6291969057533419,0.20121342180455742,0.16243307427102682
Program7,GO:0055085,transmembrane transport,BP,2,59,68,1.4042871385842473,0.41973915834574316,N900_RS01750/N900_RS06805,0.6172634681555046,0.20952942536232425,0.14745591830137406
Program7,GO:0005886,plasma membrane,CC,17,661,68,1.0654311649016641,0.42806037401156327,N900_RS00425/N900_RS01745/N900_RS01750/N900_RS04075/N900_RS04240/N900_RS05455/N900_RS06805/N900_RS06830/N900_RS07490/N900_RS09030/N900_RS14190/N900_RS14620/N900_RS15030/N900_RS16715/N900_RS17760/N900_RS18410/N900_RS18705,0.5945282972382823,0.2258274698224601,0.027525396172170723
Program7,GO:0003700,DNA-binding transcription factor activity,MF,3,126,68,0.9863445378151262,0.5940755159964515,N900_RS08880/N900_RS10660/N900_RS18125,0.7816783105216466,0.10697193838373872,-0.005971356118363353
Program7,GO:0005737,cytoplasm,CC,10,433,68,0.9567314223610923,0.6138479202256693,N900_RS00265/N900_RS01305/N900_RS04095/N900_RS04495/N900_RS07360/N900_RS08235/N900_RS08335/N900_RS10660/N900_RS12690/N900_RS16660,0.7673099002820866,0.11502919824115294,-0.019209962073828368
Program7,GO:0022857,transmembrane transporter activity,MF,2,87,68,0.9523326572008114,0.6282569260089225,N900_RS01750/N900_RS05455,0.7479249119153839,0.1261420010362229,-0.021211322675100272
Program7,GO:0000287,magnesium ion binding,MF,2,89,68,0.9309319233311303,0.640758114674917,N900_RS04735/N900_RS06350,0.7281342212214965,0.13778855727637085,-0.031082076701394512
Program7,GO:0005829,cytosol,CC,9,420,68,0.8877100840336134,0.7044429017669713,N900_RS00090/N900_RS00215/N900_RS00250/N900_RS04610/N900_RS06350/N900_RS06515/N900_RS07360/N900_RS16660/N900_RS17365,0.7656988062684471,0.11594202997466602,-0.05172884667903857
Program7,GO:0046872,metal ion binding,MF,6,290,68,0.8570993914807303,0.7163224322857706,N900_RS00250/N900_RS00265/N900_RS01885/N900_RS03260/N900_RS10165/N900_RS16660,0.7461692002976777,0.12716268134292916,-0.06696881323577536
Program7,GO:0003677,DNA binding,MF,2,172,68,0.481703146374829,0.9276428290310087,N900_RS08880/N900_RS15140,0.9276428290310086,0.032619208306541025,-0.31722051696403064
Program8,GO:1904680,peptide transmembrane transporter activity,MF,2,8,71,9.919014084507042,0.01589863026577154,N900_RS13800/N900_RS18915,0.5246547987704608,0.2801263504960985,0.9964685069387357
Program8,GO:0016301,kinase activity,MF,3,28,71,4.251006036217303,0.03202383851317033,N900_RS04380/N900_RS10705/N900_RS15160,0.5283933354673105,0.27704266870327976,0.6284917216441412
Program8,GO:0043190,ATP-binding cassette (ABC) transporter complex,CC,3,29,71,4.104419621175328,0.035088179438754544,N900_RS07485/N900_RS13800/N900_RS18915,0.3859699738263,0.4134464795478372,0.6132517550874045
Program8,GO:0015833,peptide transport,BP,2,12,71,6.612676056338028,0.03511742698512211,N900_RS13800/N900_RS18915,0.2897187726272574,0.5380233633247612,0.8203772478830544
Program8,GO:0008237,metallopeptidase activity,MF,2,13,71,6.104008667388949,0.040836792534673656,N900_RS14860/N900_RS16350,0.26952283072884614,0.5694044407199396,0.7856151416238425
Program8,GO:0006310,DNA recombination,BP,3,33,71,3.606914212548015,0.04879865309426719,N900_RS02890/N900_RS13675/N900_RS13730,0.26839259201846954,0.5712294754251781,0.5571358131084729
Program8,GO:0030170,pyridoxal phosphate binding,MF,3,37,71,3.216977540921203,0.06475037389011845,N900_RS01435/N900_RS05955/N900_RS15305,0.30525176262484416,0.5153418196155669,0.5074480289193655
